actor_loss,critic_loss
505.4350280761719,505.43536376953125
505.22198486328125,505.2230224609375
517.9799194335938,517.980224609375
517.7471923828125,517.7479248046875
490.103759765625,490.10394287109375
489.8577575683594,489.8582458496094
514.2540283203125,514.2544555664062
513.99609375,513.9967651367188
527.548095703125,527.54833984375
527.280517578125,527.281005859375
516.49169921875,516.4921264648438
516.2078247070312,516.2084350585938
489.5412902832031,489.5415954589844
489.25531005859375,489.2558288574219
496.4357604980469,496.4360046386719
496.14404296875,496.1445007324219
512.4014282226562,512.40185546875
512.0933837890625,512.093994140625
488.31829833984375,488.318603515625
488.0029296875,488.0034484863281
483.42559814453125,483.4259338378906
483.1091003417969,483.1096496582031
504.2769775390625,504.2773742675781
503.9398498535156,503.9404296875
500.9478454589844,500.9481201171875
500.6043395996094,500.60479736328125
504.749755859375,504.75018310546875
504.3904724121094,504.39111328125
489.52191162109375,489.522216796875
489.1690979003906,489.1695861816406
506.2894592285156,506.2897033691406
505.9222717285156,505.9226989746094
508.2854919433594,508.28564453125
507.907470703125,507.9078063964844
501.03204345703125,501.0323791503906
500.6411437988281,500.64166259765625
478.96270751953125,478.9632873535156
478.5690002441406,478.5697937011719
508.5760498046875,508.5762634277344
508.1522216796875,508.15264892578125
497.1789855957031,497.1793212890625
496.7576599121094,496.7582092285156
485.5361328125,485.5364685058594
485.1082458496094,485.10882568359375
510.582763671875,510.5830993652344
510.1386413574219,510.13922119140625
503.3086242675781,503.3089294433594
502.8461608886719,502.8467102050781
506.0636901855469,506.0639953613281
505.58660888671875,505.587158203125
489.0921936035156,489.0924987792969
488.6118469238281,488.6124267578125
483.6510009765625,483.6514892578125
483.1737365722656,483.1744689941406
477.85980224609375,477.86004638671875
477.36383056640625,477.3643493652344
478.5047912597656,478.505126953125
477.9963684082031,477.9969482421875
489.1844177246094,489.1846923828125
488.6606140136719,488.6611633300781
470.3063659667969,470.30694580078125
469.781982421875,469.7828063964844
464.69317626953125,464.69366455078125
464.1478271484375,464.14862060546875
486.8358459472656,486.83624267578125
486.27886962890625,486.279541015625
458.2862854003906,458.2867736816406
457.7155456542969,457.7163391113281
491.2177429199219,491.2182922363281
490.6156311035156,490.6164855957031
456.07171630859375,456.07208251953125
455.4616394042969,455.4623718261719
471.8377685546875,471.83795166015625
471.19708251953125,471.1976318359375
458.3894348144531,458.38983154296875
457.7371520996094,457.7379150390625
456.1223449707031,456.1225891113281
455.4352111816406,455.4359130859375
467.4759826660156,467.47637939453125
466.76068115234375,466.7614440917969
458.5205078125,458.5208435058594
457.7572937011719,457.7580871582031
449.5939025878906,449.59423828125
448.825439453125,448.8262023925781
432.60699462890625,432.6079406738281
431.8166198730469,431.8179931640625
471.9606628417969,471.9610290527344
471.1181945800781,471.11907958984375
456.92474365234375,456.9250183105469
456.05340576171875,456.05413818359375
433.6746826171875,433.6751403808594
432.7978515625,432.7988586425781
443.931884765625,443.93255615234375
443.021728515625,443.0229187011719
428.1447448730469,428.14495849609375
427.19366455078125,427.1944885253906
447.4471740722656,447.4473571777344
446.5002746582031,446.5010986328125
411.307373046875,411.30718994140625
410.38580322265625,410.3861999511719
421.1016845703125,421.1016540527344
420.1296081542969,420.130126953125
421.4990234375,421.49932861328125
420.5148010253906,420.5157165527344
412.6509094238281,412.6512145996094
411.6705017089844,411.6714782714844
409.74859619140625,409.748779296875
408.7409973144531,408.7417907714844
413.18890380859375,413.18927001953125
412.1635437011719,412.16461181640625
405.7337951660156,405.7336730957031
404.6988525390625,404.6993408203125
411.0726013183594,411.0731506347656
409.9934997558594,409.99468994140625
387.07562255859375,387.07611083984375
386.025146484375,386.0262451171875
397.5404357910156,397.54022216796875
396.4331359863281,396.43365478515625
380.2256164550781,380.2258605957031
379.1355285644531,379.1365051269531
368.3336486816406,368.333740234375
367.2709655761719,367.27178955078125
386.70538330078125,386.7055969238281
385.57012939453125,385.57098388671875
350.36895751953125,350.3685302734375
349.2740173339844,349.2743225097656
362.3829040527344,362.38287353515625
361.2733459472656,361.2740173339844
382.0170593261719,382.01751708984375
380.8535461425781,380.854736328125
354.02960205078125,354.0295715332031
352.8876647949219,352.888427734375
357.3856201171875,357.3854064941406
356.2163391113281,356.2168273925781
369.3786926269531,369.3776550292969
368.14593505859375,368.14569091796875
357.5074768066406,357.5070495605469
356.2834167480469,356.2837829589844
334.0367126464844,334.0364990234375
332.9031982421875,332.9037780761719
323.1476135253906,323.1474914550781
321.96588134765625,321.96661376953125
329.5616760253906,329.56146240234375
328.440185546875,328.4407958984375
332.98175048828125,332.9819641113281
331.82720947265625,331.8283996582031
339.4032897949219,339.4024963378906
338.229736328125,338.2297058105469
323.5158996582031,323.51544189453125
322.3575744628906,322.35797119140625
308.8912048339844,308.89208984375
307.7611999511719,307.7628173828125
305.17462158203125,305.1753234863281
304.0445556640625,304.046142578125
308.5484924316406,308.5476989746094
307.4023132324219,307.40234375
319.04547119140625,319.04443359375
317.8294372558594,317.8293151855469
303.42388916015625,303.423095703125
302.24090576171875,302.2409973144531
278.241943359375,278.2415771484375
277.121826171875,277.1223449707031
297.72332763671875,297.72265625
296.5986328125,296.598876953125
283.06134033203125,283.060546875
282.013427734375,282.0135498046875
298.5273742675781,298.5275573730469
297.3623046875,297.3634033203125
287.85211181640625,287.8511657714844
286.75531005859375,286.7552490234375
272.0140075683594,272.0140380859375
270.9417419433594,270.9426574707031
275.1637878417969,275.1632385253906
274.1278991699219,274.1281433105469
277.2029724121094,277.20318603515625
276.1360168457031,276.1370849609375
257.4181823730469,257.4181823730469
256.4039306640625,256.4049072265625
263.5064697265625,263.505859375
262.526611328125,262.5270080566406
247.1312255859375,247.13113403320312
246.19256591796875,246.19337463378906
248.5884552001953,248.58851623535156
247.64981079101562,247.6508331298828
269.9395446777344,269.93927001953125
268.93914794921875,268.9399108886719
254.54257202148438,254.54136657714844
253.67123413085938,253.6710205078125
260.1178894042969,260.11761474609375
259.1930236816406,259.1937561035156
237.15945434570312,237.1592254638672
236.2951202392578,236.29592895507812
244.41566467285156,244.41481018066406
243.60098266601562,243.60121154785156
231.81727600097656,231.81661987304688
231.06179809570312,231.0622100830078
235.92800903320312,235.92738342285156
235.21900939941406,235.21932983398438
233.45382690429688,233.45452880859375
232.68197631835938,232.6837158203125
227.4293670654297,227.42721557617188
226.80209350585938,226.8009033203125
219.9019012451172,219.90084838867188
219.23851013183594,219.23851013183594
220.1207275390625,220.11962890625
219.59530639648438,219.59527587890625
230.3917694091797,230.38973999023438
229.84812927246094,229.84722900390625
211.92124938964844,211.92044067382812
211.41830444335938,211.41856384277344
221.08509826660156,221.08355712890625
220.61248779296875,220.61207580566406
218.38351440429688,218.38238525390625
217.86500549316406,217.86502075195312
201.49490356445312,201.4935302734375
201.08050537109375,201.0802764892578
210.08604431152344,210.0857391357422
209.67433166503906,209.67518615722656
219.50869750976562,219.5081787109375
219.1025390625,219.10316467285156
213.7080841064453,213.70748901367188
213.31163024902344,213.3120880126953
217.27835083007812,217.27639770507812
216.8854217529297,216.8846893310547
203.5100860595703,203.5104217529297
203.1750030517578,203.17657470703125
206.70010375976562,206.69937133789062
206.42239379882812,206.4228973388672
202.24887084960938,202.24795532226562
201.98348999023438,201.98382568359375
200.3126678466797,200.31124877929688
200.02706909179688,200.02706909179688
201.31689453125,201.316650390625
201.07070922851562,201.0715789794922
186.86790466308594,186.86666870117188
186.65037536621094,186.65052795410156
197.6283416748047,197.62759399414062
197.41250610351562,197.4130859375
189.41358947753906,189.4119873046875
189.29193115234375,189.29180908203125
193.8529815673828,193.85324096679688
193.66236877441406,193.6638641357422
198.52842712402344,198.52679443359375
198.30599975585938,198.30560302734375
199.04847717285156,199.04835510253906
198.84925842285156,198.85044860839844
189.329833984375,189.32989501953125
189.13748168945312,189.13882446289062
187.73866271972656,187.73587036132812
187.58619689941406,187.5847625732422
182.69827270507812,182.69642639160156
182.5441131591797,182.54359436035156
192.2888641357422,192.28831481933594
192.15745544433594,192.1582794189453
182.2667236328125,182.26576232910156
182.18238830566406,182.18270874023438
177.93626403808594,177.93563842773438
177.7776336669922,177.77838134765625
192.5426025390625,192.54148864746094
192.38978576660156,192.38992309570312
177.74221801757812,177.7417755126953
177.6320037841797,177.63278198242188
177.15213012695312,177.15098571777344
177.0399932861328,177.04022216796875
180.26853942871094,180.2672882080078
180.1469268798828,180.14700317382812
185.0371856689453,185.0341033935547
184.90443420410156,184.90274047851562
169.25914001464844,169.2555694580078
169.15042114257812,169.1485595703125
176.1441192626953,176.1436309814453
176.03289794921875,176.0337371826172
180.06443786621094,180.06027221679688
179.9356689453125,179.9329833984375
175.02244567871094,175.02169799804688
174.8655548095703,174.86622619628906
180.74618530273438,180.7451629638672
180.61875915527344,180.61920166015625
171.70123291015625,171.70033264160156
171.5569305419922,171.55746459960938
175.28187561035156,175.2780303955078
175.1648406982422,175.162353515625
176.63543701171875,176.6326446533203
176.4856414794922,176.4842987060547
177.82473754882812,177.81996154785156
177.7174835205078,177.71466064453125
169.570556640625,169.5684356689453
169.4625244140625,169.46182250976562
172.83042907714844,172.82901000976562
172.70053100585938,172.70045471191406
172.2037353515625,172.20040893554688
172.11944580078125,172.11785888671875
169.1282196044922,169.1244659423828
169.0242462158203,169.0221405029297
169.2281036376953,169.22645568847656
169.13055419921875,169.13027954101562
172.05999755859375,172.057861328125
171.94882202148438,171.94813537597656
167.3168182373047,167.3175048828125
167.22695922851562,167.22909545898438
167.7074432373047,167.70021057128906
167.61256408691406,167.60873413085938
162.0919647216797,162.08924865722656
161.9777374267578,161.97642517089844
165.90768432617188,165.9069061279297
165.8222198486328,165.82278442382812
168.51449584960938,168.51307678222656
168.4093475341797,168.40914916992188
165.23904418945312,165.2395782470703
165.15293884277344,165.15467834472656
172.0604705810547,172.05711364746094
171.9874267578125,171.98619079589844
162.99127197265625,162.9901885986328
162.90756225585938,162.90777587890625
167.65853881835938,167.6570587158203
167.57623291015625,167.57618713378906
162.1583251953125,162.1563720703125
162.0787811279297,162.0782928466797
163.80184936523438,163.80050659179688
163.71115112304688,163.7111358642578
160.1329803466797,160.13394165039062
160.0465850830078,160.04881286621094
163.9869842529297,163.98387145996094
163.9051055908203,163.90371704101562
165.6779022216797,165.67630004882812
165.58969116210938,165.58953857421875
161.8123321533203,161.80282592773438
161.75543212890625,161.74806213378906
165.38836669921875,165.38702392578125
165.3101043701172,165.31040954589844
158.80067443847656,158.7988739013672
158.73777770996094,158.73731994628906
160.83935546875,160.83750915527344
160.75328063964844,160.75289916992188
167.31063842773438,167.3103485107422
167.201171875,167.2022705078125
148.8441619873047,148.84375
148.74954223632812,148.7504425048828
154.87745666503906,154.87684631347656
154.80667114257812,154.80747985839844
161.3397674560547,161.3389892578125
161.23300170898438,161.233642578125
155.35633850097656,155.35523986816406
155.29010009765625,155.29043579101562
154.75254821777344,154.7520294189453
154.67352294921875,154.67428588867188
151.58407592773438,151.5829315185547
151.47779846191406,151.47824096679688
153.0086669921875,153.00619506835938
152.94757080078125,152.9465789794922
165.15757751464844,165.15638732910156
165.09573364257812,165.09573364257812
159.88888549804688,159.88661193847656
159.80313110351562,159.8024139404297
156.86065673828125,156.86134338378906
156.78611755371094,156.78811645507812
152.58169555664062,152.58094787597656
152.50497436523438,152.505615234375
151.2335662841797,151.23150634765625
151.15664672851562,151.15579223632812
149.40164184570312,149.40029907226562
149.3352813720703,149.33529663085938
156.76455688476562,156.76319885253906
156.697265625,156.69741821289062
154.10202026367188,154.1021728515625
154.04403686523438,154.04556274414062
158.67420959472656,158.67498779296875
158.58229064941406,158.58436584472656
156.93348693847656,156.9313201904297
156.8438720703125,156.8433837890625
150.8623809814453,150.8611297607422
150.77178955078125,150.7718963623047
148.72329711914062,148.71864318847656
148.6496124267578,148.6466522216797
158.14540100097656,158.14393615722656
158.09912109375,158.09893798828125
151.81964111328125,151.8178253173828
151.7841796875,151.78372192382812
144.4429168701172,144.44210815429688
144.39524841308594,144.3959197998047
152.10423278808594,152.10391235351562
152.05824279785156,152.0594482421875
152.4720916748047,152.46958923339844
152.40174865722656,152.40097045898438
155.7147216796875,155.71434020996094
155.66329956054688,155.66441345214844
145.18170166015625,145.18008422851562
145.12806701660156,145.12811279296875
146.99404907226562,146.9903106689453
146.95590209960938,146.95384216308594
150.2580108642578,150.25592041015625
150.20684814453125,150.20664978027344
145.31134033203125,145.30931091308594
145.26956176757812,145.268798828125
146.01953125,146.0192108154297
145.9786834716797,145.97962951660156
146.77455139160156,146.7743377685547
146.73391723632812,146.73524475097656
145.8737335205078,145.86953735351562
145.8354949951172,145.83274841308594
146.95481872558594,146.9526824951172
146.91116333007812,146.910400390625
141.9010009765625,141.89915466308594
141.8533935546875,141.85287475585938
149.01747131347656,149.00694274902344
148.96136474609375,148.95306396484375
147.09188842773438,147.0906982421875
147.0377960205078,147.03819274902344
154.68167114257812,154.68214416503906
154.6300048828125,154.63197326660156
143.65957641601562,143.65972900390625
143.61026000976562,143.6118621826172
141.78724670410156,141.78578186035156
141.73776245117188,141.7377471923828
147.75448608398438,147.7513427734375
147.72006225585938,147.71847534179688
147.06719970703125,147.0644073486328
147.02760314941406,147.02635192871094
147.84242248535156,147.77325439453125
147.7843780517578,147.72970581054688
153.64053344726562,153.6384735107422
153.59478759765625,153.59429931640625
141.0257110595703,141.02186584472656
140.980712890625,140.978271484375
145.6209716796875,145.6208038330078
145.56781005859375,145.56875610351562
144.1190643310547,144.11785888671875
144.0731658935547,144.073486328125
145.56753540039062,145.56689453125
145.51463317871094,145.5152130126953
145.44674682617188,145.44659423828125
145.40042114257812,145.40155029296875
145.7265625,145.72032165527344
145.68789672851562,145.68292236328125
140.11424255371094,140.11390686035156
140.07298278808594,140.07398986816406
152.4716339111328,152.47195434570312
152.43463134765625,152.43621826171875
145.9351348876953,145.93325805664062
145.88558959960938,145.885009765625
149.35719299316406,149.3491668701172
149.330322265625,149.3236541748047
149.38763427734375,149.3855438232422
149.34120178222656,149.34039306640625
144.44715881347656,144.4462127685547
144.4066619873047,144.4071807861328
149.29281616210938,149.292236328125
149.24815368652344,149.2489776611328
149.06552124023438,149.0660858154297
149.00689697265625,149.00909423828125
147.6078338623047,147.6082000732422
147.55120849609375,147.552734375
148.90460205078125,148.90225219726562
148.87205505371094,148.8709716796875
147.7526397705078,147.75213623046875
147.69505310058594,147.69590759277344
143.70021057128906,143.6962890625
143.6648712158203,143.66236877441406
137.11277770996094,137.1121063232422
137.0892791748047,137.09002685546875
142.06675720214844,142.06021118164062
142.01959228515625,142.0156707763672
139.1259002685547,139.12681579589844
139.10025024414062,139.10264587402344
140.78262329101562,140.7820281982422
140.75289916992188,140.7538299560547
138.14852905273438,138.14903259277344
138.11570739746094,138.11737060546875
145.46405029296875,145.46005249023438
145.41864013671875,145.41627502441406
141.71420288085938,141.7145233154297
141.6781463623047,141.67970275878906
139.8830108642578,139.8792724609375
139.8505859375,139.84840393066406
141.3232879638672,141.3187713623047
141.284423828125,141.28138732910156
145.81976318359375,145.82029724121094
145.7898712158203,145.7915496826172
139.80084228515625,139.79991149902344
139.76263427734375,139.76312255859375
141.58836364746094,141.5889129638672
141.55552673339844,141.557373046875
135.74154663085938,135.72659301757812
135.7056884765625,135.69554138183594
145.47891235351562,145.4795379638672
145.44822692871094,145.45028686523438
137.50413513183594,137.5006561279297
137.4730987548828,137.4709014892578
138.82711791992188,138.82498168945312
138.7906951904297,138.78981018066406
135.5421142578125,135.5294647216797
135.50408935546875,135.4927520751953
144.44293212890625,144.4418182373047
144.40960693359375,144.4098663330078
143.13986206054688,143.14010620117188
143.10186767578125,143.10337829589844
137.69671630859375,137.6969451904297
137.66867065429688,137.6701202392578
